('0', '1')
('1', '10')
('2', '6')
('3', '61')
('4', '17')
('5', '23')
('6', '0')
('7', '3')
('8', '47')
('9', '13')
('10', '28')
('11', '12')
('12', '9')
('13', '29')
('14', '2')
('15', '24')
('16', '5')
('17', '8')
('18', '44')
('19', '30')
('20', '7')
('21', '4')
('22', '21')
('23', '37')
('24', '43')
('25', '38')
('26', '22')
('27', '63')
('28', '85')
('29', '90')
('30', '51')
('31', '103')
('32', '180')
('33', '192')
