('0', '1')
('1', '6')
('2', '5')
('3', '2')
('4', '3')
('5', '7')
('6', '11')
('7', '9')
('8', '13')
('9', '14')
('10', '16')
('11', '15')
('12', '17')
('13', '18')
('14', '19')
('15', '25')
('16', '21')
('17', '23')
('18', '28')
('19', '26')
('20', '24')
('21', '27')
('22', '31')
('23', '32')
('24', '29')
('25', '30')
('26', '33')
('27', '35')
