('0', '6')
('1', '0')
('2', '14')
('3', '7')
('4', '21')
('5', '16')
('6', '2')
('7', '20')
('8', '17')
('9', '12')
('10', '1')
('12', '11')
('13', '9')
('17', '4')
('21', '22')
('22', '26')
('23', '5')
('24', '15')
('28', '10')
('29', '13')
('30', '19')
('37', '23')
('38', '25')
('43', '24')
('44', '18')
('47', '8')
('51', '30')
('61', '3')
('63', '27')
('85', '28')
('90', '29')
('103', '31')
('180', '32')
('192', '33')
